record_id,source_name,layer,layer_name,pubchem_cid,inchikey,existing_formula,canonical_smiles,Canonical_RDKit_SMILES,RDKit_MolecularFormula,RDKit_MolecularWeight,RDKit_LogP,RDKit_TPSA,RDKit_HBondDonors,RDKit_HBondAcceptors,RDKit_RotatableBonds,RDKit_RingCount,RDKit_AromaticRings,RDKit_AliphaticRings,RDKit_HeavyAtomCount,RDKit_HeteroAtoms,RDKit_FractionCSP3,RDKit_MolMR,RDKit_FormalCharge,RDKit_AtomCount,RDKit_CarbonCount,RDKit_NitrogenCount,RDKit_OxygenCount,RDKit_PhosphorusCount,RDKit_SulfurCount,PCA_PC1,PCA_PC2,PCA_PC3,network_degree,cross_layer_degree,betweenness_centrality
PUBCHEM_713,formamide,1,Simple organic chemistry,713,ZHNUHDYFZUAESO-UHFFFAOYSA-N,,C(=O)N,NC=O,CH3NO,45.041,-0.8985000000000001,43.09,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,10.2514,0.0,3.0,1.0,1.0,1.0,0.0,0.0,-2.6876722992821036,-1.0933285728628463,0.305868656487952,10,0,0.002658197407526197
PUBCHEM_729,glyceraldehyde 3-phosphate,2,Prebiotic building blocks,729,LXJXRIRHZLFYRP-UHFFFAOYSA-N,,C(C(C=O)O)OP(=O)(O)O,O=CC(O)COP(=O)(O)O,C3H7O6P,170.05700000000002,-1.3445000000000003,104.06,3.0,4.0,4.0,0.0,0.0,0.0,10.0,7.0,0.6666666666666666,30.06689999999999,0.0,10.0,3.0,0.0,6.0,1.0,0.0,0.31430809294594925,-0.04271700680965295,-1.7745361975453324,7,2,0.0011396808846104122
PUBCHEM_750,glycine,1,Simple organic chemistry,750,DHMQDGOQFOQNFH-UHFFFAOYSA-N,,C(C(=O)O)N,NCC(=O)O,C2H5NO2,75.06700000000001,-0.9702999999999999,63.31999999999999,2.0,2.0,1.0,0.0,0.0,0.0,5.0,3.0,0.5,16.6902,0.0,5.0,2.0,1.0,2.0,0.0,0.0,-1.8234719422503425,-0.3394034677517213,-0.36735039005982745,56,37,0.019545307533541802
PUBCHEM_751,glyceraldehyde,2,Prebiotic building blocks,751,MNQZXJOMYWMBOU-UHFFFAOYSA-N,,C(C(C=O)O)O,O=CC(O)CO,C3H6O3,90.07799999999999,-1.4615,57.53,2.0,3.0,2.0,0.0,0.0,0.0,6.0,3.0,0.6666666666666666,19.1566,0.0,6.0,3.0,0.0,3.0,0.0,0.0,-1.5207817042228495,-0.02750850261477979,-0.9574226419866105,14,8,0.0072126706042240545
PUBCHEM_753,glycerol,1,Simple organic chemistry,753,PEDCQBHIVMGVHV-UHFFFAOYSA-N,,C(C(CO)O)O,OCC(O)CO,C3H8O3,92.09399999999998,-1.6681000000000001,60.69,3.0,3.0,2.0,0.0,0.0,0.0,6.0,3.0,1.0,20.178400000000003,0.0,6.0,3.0,0.0,3.0,0.0,0.0,-1.3254944820055528,0.3387551910912005,-1.2716889072276503,9,5,0.0009350121158169822
PUBCHEM_757,glycolic acid,1,Simple organic chemistry,757,AEMRFAOFKBGASW-UHFFFAOYSA-N,,C(C(=O)O)O,O=C(O)CO,C2H4O3,76.051,-0.9367000000000001,57.53,2.0,2.0,1.0,0.0,0.0,0.0,5.0,3.0,0.5,14.7216,0.0,5.0,2.0,0.0,3.0,0.0,0.0,-1.9184844100162515,-0.3832701025951369,-0.7001138412866037,54,31,0.012033807389745419
PUBCHEM_760,glyoxylic acid,1,Simple organic chemistry,760,HHLFWLYXYJOTON-UHFFFAOYSA-N,,C(=O)C(=O)O,O=CC(=O)O,C2H2O3,74.035,-0.7301,54.370000000000005,1.0,2.0,1.0,0.0,0.0,0.0,5.0,3.0,0.0,13.6998,0.0,5.0,2.0,0.0,3.0,0.0,0.0,-2.128160915876122,-0.9408801348211157,-0.23410203271325988,33,8,0.0160514175563619
PUBCHEM_767,carbonic acid,1,Simple organic chemistry,767,BVKZGUZCCUSVTD-UHFFFAOYSA-N,,C(=O)(O)O,O=C(O)O,CH2O3,62.02400000000001,0.2224,57.53,2.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,10.6536,0.0,4.0,1.0,0.0,3.0,0.0,0.0,-2.368584100355765,-0.9845545825195843,-0.09225954592725291,46,25,0.01421087407539241
PUBCHEM_77982,ribose 5-phosphate,2,Prebiotic building blocks,77982,PPQRONHOSHZGFQ-LMVFSUKVSA-N,,C([C@H]([C@H]([C@H](C=O)O)O)O)OP(=O)(O)O,O=C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,C5H11O8P,230.10899999999998,-2.6227,144.52,5.0,6.0,6.0,0.0,0.0,0.0,14.0,9.0,0.8,42.08050000000001,0.0,14.0,5.0,0.0,8.0,1.0,0.0,2.007819188673648,0.22319318564552307,-2.416112081452577,5,1,0.0003464462723013721
PUBCHEM_7854,propionitrile,1,Simple organic chemistry,7854,FVSKHRXBFJPNKK-UHFFFAOYSA-N,,CCC#N,CCC#N,C3H5N,55.07999999999999,0.91998,23.79,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.6666666666666666,15.904000000000002,0.0,4.0,3.0,1.0,0.0,0.0,0.0,-2.7612566278231276,0.454590500726357,0.004547589782246178,9,1,0.003556205212338193
PUBCHEM_7860,glyoxal,1,Simple organic chemistry,7860,LEQAOMBKQFMDFZ-UHFFFAOYSA-N,,C(=O)C=O,O=CC=O,C2H2O2,58.036,-0.6158000000000001,34.14,0.0,2.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,12.128,0.0,4.0,2.0,0.0,2.0,0.0,0.0,-2.585847328132113,-0.832881434180346,-0.07957556546026216,9,0,2.530798257223469e-05
PUBCHEM_7865,methyl formate,1,Simple organic chemistry,7865,TZIHFWKZFHZASV-UHFFFAOYSA-N,,COC=O,COC=O,C2H4O2,60.05200000000001,-0.2108000000000001,26.3,0.0,2.0,1.0,0.0,0.0,0.0,4.0,2.0,0.5,13.073,0.0,4.0,2.0,0.0,2.0,0.0,0.0,-2.5722915072695733,-0.14316434945906797,-0.4902610143744416,10,0,0.0035458984284758915
PUBCHEM_787,hydroxylamine,1,Simple organic chemistry,787,AVXURJPOCDRRFD-UHFFFAOYSA-N,,NO,NO,H3NO,33.03,-0.6657000000000002,46.25,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,5.9738999999999995,0.0,2.0,0.0,1.0,1.0,0.0,0.0,-2.668074856257394,-1.219317330210496,0.30665766828921903,9,4,0.005794274312859024
PUBCHEM_79094,alanylglycine,3,Pre-nucleic/functional systems,79094,CXISPYVYMQWFLE-UHFFFAOYSA-N,,CC(C(=O)NCC(=O)O)N,CC(N)C(=O)NCC(=O)O,C5H10N2O3,146.146,-1.4655999999999985,92.42,3.0,3.0,3.0,0.0,0.0,0.0,10.0,5.0,0.6,34.29489999999999,0.0,10.0,5.0,2.0,3.0,0.0,0.0,-0.15911247205661397,0.31550280503466743,-0.5415512908553411,45,38,0.005401402924062425
PUBCHEM_7911,malonamide,1,Simple organic chemistry,7911,WRIRWRKPLXCTFD-UHFFFAOYSA-N,,C(C(=O)N)C(=O)N,NC(=O)CC(N)=O,C3H6N2O2,102.093,-1.6528999999999998,86.18,2.0,2.0,2.0,0.0,0.0,0.0,7.0,4.0,0.3333333333333333,23.005800000000004,0.0,7.0,3.0,2.0,2.0,0.0,0.0,-1.15835272061837,-0.4331222314745006,-0.14058387665148186,40,25,0.0074562009991714475
PUBCHEM_795,imidazole,3,Pre-nucleic/functional systems,795,RAXXELZNTBOGNW-UHFFFAOYSA-N,,C1=CN=CN1,c1c[nH]cn1,C3H4N2,68.079,0.40969999999999995,28.68,1.0,1.0,0.0,1.0,1.0,0.0,5.0,2.0,0.0,18.5877,0.0,5.0,3.0,2.0,0.0,0.0,0.0,-1.7781150212036279,-0.4592721663227106,1.8306472596704524,0,0,0.0
PUBCHEM_7955,melamine,3,Pre-nucleic/functional systems,7955,JDSHMPZPIAZGSV-UHFFFAOYSA-N,,C1(=NC(=NC(=N1)N)N)N,Nc1nc(N)nc(N)n1,C3H6N6,126.12300000000003,-1.3818000000000001,116.72999999999999,3.0,6.0,0.0,1.0,1.0,0.0,9.0,6.0,0.0,33.0642,0.0,9.0,3.0,6.0,0.0,0.0,0.0,0.6291837697163246,-1.1368666246940893,2.425502749872168,0,0,0.0
PUBCHEM_7956,cyanuric acid,3,Pre-nucleic/functional systems,7956,ZFSLODLOARCGLH-UHFFFAOYSA-N,,C1(=O)NC(=O)NC(=O)N1,O=c1[nH]c(=O)[nH]c(=O)[nH]1,C3H3N3O3,129.075,-2.2485000000000004,98.57999999999998,3.0,3.0,0.0,1.0,1.0,0.0,9.0,6.0,0.0,28.304100000000002,0.0,9.0,3.0,3.0,3.0,0.0,0.0,0.11944099950704475,-1.367598183396198,1.380595615626056,7,6,0.018462026624673306
PUBCHEM_8254,dimethyl ether,1,Simple organic chemistry,8254,LCGLNKUTAGEVQW-UHFFFAOYSA-N,,COC,COC,C2H6O,46.069,0.26260000000000006,9.23,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,12.933000000000002,0.0,3.0,2.0,0.0,1.0,0.0,0.0,-2.9904041463210094,0.5342583432199873,-0.6800278658777634,3,0,0.0009496000971737685
PUBCHEM_867,malonic acid,1,Simple organic chemistry,867,OFOBLEOULBTSOW-UHFFFAOYSA-N,,C(C(=O)O)C(=O)O,O=C(O)CC(=O)O,C3H4O4,104.06099999999999,-0.4543,74.6,2.0,2.0,2.0,0.0,0.0,0.0,7.0,4.0,0.3333333333333333,19.8886,0.0,7.0,3.0,0.0,4.0,0.0,0.0,-1.388662843506275,-0.2749288329955907,-0.7221429626426475,50,31,0.0024000058573342585
PUBCHEM_878,methyl mercaptan,2,Prebiotic building blocks,878,LSDPWZHWYPCBBB-UHFFFAOYSA-N,,CS,CS,CH4S,48.11000000000001,0.546,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,14.910000000000002,0.0,2.0,1.0,0.0,0.0,0.0,1.0,-3.235942927875013,0.4286489086118226,-0.1872461339814827,3,3,0.0
PUBCHEM_8857,ethyl acetate,1,Simple organic chemistry,8857,XEKOWRVHYACXOJ-UHFFFAOYSA-N,,CCOC(=O)C,CCOC(C)=O,C4H8O2,88.106,0.5694,26.3,0.0,2.0,1.0,0.0,0.0,0.0,6.0,2.0,0.75,22.30699999999999,0.0,6.0,4.0,0.0,2.0,0.0,0.0,-2.1598758396323063,0.6408076138753348,-0.6339514042485749,29,9,0.00537531475510093
PUBCHEM_887,methanol,1,Simple organic chemistry,887,OKKJLVBELUTLKV-UHFFFAOYSA-N,,CO,CO,CH4O,32.042,-0.3915,20.23,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,8.1428,0.0,2.0,1.0,0.0,1.0,0.0,0.0,-3.0076694161944584,0.22541587480335387,-0.7516328578248898,12,2,0.022266604972032887
PUBCHEM_8892,hexanoic acid,2,Prebiotic building blocks,8892,FUZZWVXGSFPDMH-UHFFFAOYSA-N,,CCCCCC(=O)O,CCCCCC(=O)O,C6H12O2,116.15999999999998,1.6513,37.3,1.0,1.0,4.0,0.0,0.0,0.0,8.0,2.0,0.8333333333333334,31.77779999999998,0.0,8.0,6.0,0.0,2.0,0.0,0.0,-1.523332700111652,1.7560053484589953,-0.8217681446541176,41,25,0.0033572011395793266
PUBCHEM_9321,hydrazine,1,Simple organic chemistry,9321,OAKJQQAXSVQMHS-UHFFFAOYSA-N,,NN,NN,H4N2,32.046,-1.1812,52.04,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,8.3748,0.0,2.0,0.0,2.0,0.0,0.0,0.0,-2.5471942142195574,-1.274258060653315,0.6038310538384469,2,0,0.0
PUBCHEM_936,nicotinamide,2,Prebiotic building blocks,936,DFPAKSUCGFBDDF-UHFFFAOYSA-N,,C1=CC(=CN=C1)C(=O)N,NC(=O)c1cccnc1,C6H6N2O,122.12699999999998,0.1805,55.980000000000004,1.0,2.0,1.0,1.0,1.0,0.0,9.0,3.0,0.0,32.7549,0.0,9.0,6.0,2.0,1.0,0.0,0.0,-0.6574228933447541,-0.04162945892766592,1.6034822827557063,5,2,0.15068702619459795
PUBCHEM_967,orotic acid,2,Prebiotic building blocks,967,PXQPEWDEAKTCGB-UHFFFAOYSA-N,,C1=C(NC(=O)NC1=O)C(=O)O,O=C(O)c1cc(=O)[nH]c(=O)[nH]1,C5H4N2O4,156.09699999999998,-1.2386000000000001,103.02,3.0,3.0,1.0,1.0,1.0,0.0,11.0,6.0,0.0,34.64269999999999,0.0,11.0,5.0,2.0,4.0,0.0,0.0,0.48472916878172745,-0.7667729779075901,1.0550427033008287,4,1,0.0
PUBCHEM_9700,thymidine monophosphate,5,DNA/deoxyribonucleotide systems,9700,GYOZYWVXFNDGLU-XLPZGREQSA-N,,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)COP(=O)(O)O)O,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)[nH]c1=O,C10H15N2O8P,322.21,-1.3972800000000003,151.08,4.0,6.0,4.0,2.0,1.0,1.0,21.0,11.0,0.6,68.5896,0.0,21.0,10.0,2.0,8.0,1.0,0.0,4.674554979087179,0.3587689348132221,-0.22637310183084355,28,17,0.052700390005240946
PUBCHEM_971,oxalic acid,1,Simple organic chemistry,971,MUBZPKHOEPUJKR-UHFFFAOYSA-N,,C(=O)(C(=O)O)O,O=C(O)C(=O)O,C2H2O4,90.03399999999999,-0.8443999999999998,74.60000000000001,2.0,2.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,15.2716,0.0,6.0,2.0,0.0,4.0,0.0,0.0,-1.7280917253621357,-1.1916599331109812,-0.3166411613923142,43,22,0.004619401836616965
PUBCHEM_9750,citrulline,2,Prebiotic building blocks,9750,RHGKLRLOHDJJDR-BYPYZUCNSA-N,,C(C[C@@H](C(=O)O)N)CNC(=O)N,NC(=O)NCCC[C@H](N)C(=O)O,C6H13N3O3,175.188,-1.1531999999999996,118.43999999999998,4.0,3.0,5.0,0.0,0.0,0.0,12.0,6.0,0.6666666666666666,42.43129999999999,0.0,12.0,6.0,3.0,3.0,0.0,0.0,0.7066918777853742,0.8766603553824124,-0.5208293391980265,31,13,0.0018315877913768902
PUBCHEM_98153,glycylalanine,3,Pre-nucleic/functional systems,98153,VPZXBVLAVMBEQI-UHFFFAOYSA-N,,CC(C(=O)O)NC(=O)CN,CC(NC(=O)CN)C(=O)O,C5H10N2O3,146.146,-1.4655999999999987,92.42,3.0,3.0,3.0,0.0,0.0,0.0,10.0,5.0,0.6,34.29489999999999,0.0,10.0,5.0,2.0,3.0,0.0,0.0,-0.159112472056614,0.31550280503466754,-0.5415512908553413,36,29,0.0020067086692645976
PUBCHEM_985,palmitic acid,2,Prebiotic building blocks,985,IPCSVZSSVZVIGE-UHFFFAOYSA-N,,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,C16H32O2,256.4299999999999,5.552300000000005,37.3,1.0,1.0,14.0,0.0,0.0,0.0,18.0,2.0,0.9375,77.94780000000007,0.0,18.0,16.0,0.0,2.0,0.0,0.0,1.0159915304520462,5.788170064296973,-1.216842869354625,37,22,0.001520180025389248
PUBCHEM_9864,cyanamide,2,Prebiotic building blocks,9864,XZMCDFZZKTWFGF-UHFFFAOYSA-N,,C(#N)N,N#CN,CH2N2,42.041,-0.57382,49.81,1.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,9.8004,0.0,3.0,1.0,2.0,0.0,0.0,0.0,-2.5444611136316175,-1.0264744321667987,0.6561076707178372,4,3,0.00018779807899896504
PUBCHEM_996,phenol,1,Simple organic chemistry,996,ISWSIDIOOBJBQZ-UHFFFAOYSA-N,,C1=CC=C(C=C1)O,Oc1ccccc1,C6H6O,94.11299999999997,1.3921999999999997,20.23,1.0,1.0,0.0,1.0,1.0,0.0,7.0,1.0,0.0,28.106799999999993,0.0,7.0,6.0,0.0,1.0,0.0,0.0,-1.6036431504064683,0.19836569592573858,1.385170495301903,5,2,0.005082949545877027
